ra,nome_exibicao,ano_referencia,origem_aba,fase,turma,ciclo_programa,pedra_atual,genero,idade,ano_nasc,ano_ingresso,anos_no_programa,instituicao,fase_ideal_num,inde_22,inde_23,inde_24,inde_atual,inde_anterior,delta_inde,cg,cf,ct,n_av,iaa,ieg,ips,ipp,ida,ipv,ian,categoria_ian,risco_atual,mat,por,ing,media_academica,media_comportamental,defasagem
RA-175,Aluno-175,2022,PEDE2022,4,P,Agata,Agata,Feminino,15.0,2007.0,2018,4.0,Rede Decisão,5.0,6.75,,,6.75,,,567.0,51.0,6.0,4.0,8.3,9.2,5.6,,5.9,5.833,5.0,Defasagem moderada,1.0,4.7,7.2,5.9,5.933333333333334,7.7,-1
RA-176,Aluno-176,2022,PEDE2022,3,A,Topazio,Topazio,Feminino,13.0,2009.0,2018,4.0,Rede Decisão,3.0,8.427,,,8.427,,,44.0,12.0,4.0,4.0,9.6,9.1,5.6,,6.9,9.083,10.0,Adequado,0.0,5.1,6.8,8.7,6.866666666666666,8.1,0
RA-177,Aluno-177,2022,PEDE2022,3,A,Ametista,Ametista,Feminino,13.0,2009.0,2022,0.0,Escola Pública,3.0,7.424,,,7.424,,,347.0,40.0,9.0,4.0,7.9,8.8,4.4,,6.8,6.958,10.0,Adequado,0.0,6.0,7.5,,6.75,7.033333333333334,0
RA-178,Aluno-178,2022,PEDE2022,3,A,Agata,Agata,Feminino,13.0,2009.0,2016,6.0,Rede Decisão,3.0,7.025,,,7.025,,,481.0,61.0,13.0,4.0,0.0,8.8,4.4,,6.3,8.458,10.0,Adequado,0.0,6.2,5.3,7.3,6.266666666666667,4.4,0
RA-179,Aluno-179,2022,PEDE2022,3,A,Ametista,Ametista,Masculino,12.0,2010.0,2022,0.0,Escola Pública,3.0,7.993,,,7.993,,,145.0,22.0,5.0,4.0,7.5,9.2,7.5,,6.1,8.042,10.0,Adequado,0.0,3.7,6.7,8.0,6.133333333333333,8.066666666666666,0
RA-18,Aluno-18,2022,PEDE2022,7,D,Ametista,Ametista,Masculino,19.0,2003.0,2022,0.0,Escola Pública,8.0,7.226,,,7.226,,,418.0,7.0,5.0,4.0,6.3,8.7,6.3,,9.0,6.875,5.0,Defasagem moderada,1.0,9.0,9.0,,9.0,7.1000000000000005,-1
RA-180,Aluno-180,2022,PEDE2022,3,A,Topazio,Topazio,Masculino,12.0,2010.0,2018,4.0,Rede Decisão,3.0,8.442,,,8.442,,,42.0,11.0,3.0,4.0,9.2,8.3,6.3,,8.1,8.625,10.0,Adequado,0.0,7.7,8.3,8.3,8.1,7.933333333333334,0
RA-181,Aluno-181,2022,PEDE2022,3,A,Topazio,Topazio,Feminino,13.0,2009.0,2019,3.0,Rede Decisão,3.0,8.623,,,8.623,,,25.0,6.0,2.0,4.0,9.2,9.5,8.8,,6.8,8.458,10.0,Adequado,0.0,6.8,7.3,6.2,6.766666666666667,9.166666666666666,0
RA-182,Aluno-182,2022,PEDE2022,3,A,Agata,Agata,Feminino,16.0,2006.0,2021,1.0,Escola Pública,6.0,6.328,,,6.328,,,677.0,93.0,15.0,4.0,7.5,8.0,7.5,,4.1,6.958,2.5,Defasagem severa,1.0,1.3,5.7,5.4,4.133333333333334,7.666666666666667,-3
RA-183,Aluno-183,2022,PEDE2022,3,A,Ametista,Ametista,Feminino,13.0,2009.0,2022,0.0,Escola Pública,3.0,7.3,,,7.3,,,394.0,46.0,11.0,4.0,8.3,8.8,7.5,,3.8,7.25,10.0,Adequado,0.0,0.0,7.5,,3.75,8.200000000000001,0
RA-184,Aluno-184,2022,PEDE2022,3,A,Ametista,Ametista,Masculino,16.0,2006.0,2019,3.0,Escola Pública,6.0,7.28,,,7.28,,,403.0,47.0,12.0,4.0,8.8,7.7,7.5,,7.2,8.0,2.5,Defasagem severa,1.0,5.0,7.3,9.3,7.2,8.0,-3
RA-185,Aluno-185,2022,PEDE2022,3,A,Agata,Agata,Masculino,15.0,2007.0,2021,1.0,Escola Pública,5.0,6.615,,,6.615,,,621.0,81.0,14.0,4.0,7.9,7.7,7.5,,4.5,6.875,5.0,Defasagem moderada,1.0,3.3,5.7,4.5,4.5,7.7,-2
RA-186,Aluno-186,2022,PEDE2022,3,A,Ametista,Ametista,Feminino,13.0,2009.0,2019,3.0,Escola Pública,3.0,7.832,,,7.832,,,192.0,29.0,7.0,4.0,8.3,8.5,7.5,,6.6,7.5,10.0,Adequado,0.0,6.0,5.7,8.0,6.566666666666666,8.1,0
RA-187,Aluno-187,2022,PEDE2022,3,A,Ametista,Ametista,Feminino,12.0,2010.0,2019,3.0,Rede Decisão,3.0,7.928,,,7.928,,,161.0,25.0,6.0,4.0,8.8,8.9,7.5,,5.8,7.917,10.0,Adequado,0.0,5.3,7.2,4.8,5.766666666666667,8.4,0
RA-188,Aluno-188,2022,PEDE2022,3,A,Quartzo,Quartzo,Masculino,14.0,2008.0,2021,1.0,Escola Pública,4.0,5.307,,,5.307,,,803.0,122.0,16.0,4.0,0.0,6.1,7.5,,2.7,7.583,5.0,Defasagem moderada,1.0,3.0,3.2,2.0,2.733333333333333,4.533333333333333,-1
RA-189,Aluno-189,2022,PEDE2022,3,A,Ametista,Ametista,Masculino,14.0,2008.0,2018,4.0,Rede Decisão,4.0,7.629,,,7.629,,,261.0,33.0,8.0,4.0,10.0,9.7,5.0,,7.2,7.333,5.0,Defasagem moderada,1.0,6.3,7.2,8.0,7.166666666666667,8.233333333333333,-1
RA-19,Aluno-19,2022,PEDE2022,7,D,Ametista,Ametista,Feminino,19.0,2003.0,2022,0.0,Escola Pública,8.0,7.665,,,7.665,,,248.0,4.0,3.0,4.0,7.9,9.5,7.5,,8.0,7.0,5.0,Defasagem moderada,1.0,7.0,9.0,,8.0,8.299999999999999,-1
RA-190,Aluno-190,2022,PEDE2022,3,A,Ametista,Ametista,Feminino,13.0,2009.0,2022,0.0,Escola Pública,3.0,7.335,,,7.335,,,380.0,44.0,10.0,4.0,6.7,6.9,8.8,,6.3,7.25,10.0,Adequado,0.0,5.0,7.5,,6.25,7.466666666666668,0
RA-191,Aluno-191,2022,PEDE2022,3,A,Topazio,Topazio,Masculino,13.0,2009.0,2019,3.0,Rede Decisão,3.0,8.74,,,8.74,,,13.0,2.0,1.0,4.0,10.0,9.4,8.8,,7.2,8.5,10.0,Adequado,0.0,8.0,7.2,6.3,7.166666666666667,9.4,0
RA-192,Aluno-192,2022,PEDE2022,3,B,Quartzo,Quartzo,Masculino,15.0,2007.0,2021,1.0,Escola Pública,5.0,4.932,,,4.932,,,829.0,130.0,14.0,4.0,8.8,3.6,7.5,,2.7,4.708,5.0,Defasagem moderada,1.0,1.7,4.7,1.7,2.6999999999999997,6.633333333333333,-2
RA-193,Aluno-193,2022,PEDE2022,3,B,Topazio,Topazio,Masculino,12.0,2010.0,2016,6.0,Rede Decisão,3.0,8.155,,,8.155,,,95.0,16.0,2.0,4.0,9.2,8.9,5.6,,6.7,8.5,10.0,Adequado,0.0,5.0,6.3,8.7,6.666666666666667,7.900000000000001,0
RA-194,Aluno-194,2022,PEDE2022,3,B,Quartzo,Quartzo,Feminino,14.0,2008.0,2022,0.0,Escola Pública,4.0,4.265,,,4.265,,,851.0,144.0,15.0,4.0,0.0,6.2,5.0,,3.2,3.75,5.0,Defasagem moderada,1.0,3.7,5.8,0.0,3.1666666666666665,3.733333333333333,-1
RA-195,Aluno-195,2022,PEDE2022,3,B,Ametista,Ametista,Feminino,13.0,2009.0,2017,5.0,Rede Decisão,3.0,8.017,,,8.017,,,137.0,21.0,4.0,4.0,8.8,9.2,5.0,,6.3,8.25,10.0,Adequado,0.0,6.8,6.3,5.8,6.3,7.666666666666667,0
RA-196,Aluno-196,2022,PEDE2022,3,B,Topazio,Topazio,Masculino,12.0,2010.0,2018,4.0,Rede Decisão,3.0,8.124,,,8.124,,,106.0,17.0,3.0,4.0,9.2,9.1,7.5,,5.1,8.625,10.0,Adequado,0.0,4.0,6.0,5.3,5.1000000000000005,8.6,0
RA-197,Aluno-197,2022,PEDE2022,3,B,Topazio,Topazio,Feminino,13.0,2009.0,2021,1.0,Rede Decisão,3.0,8.218,,,8.218,,,82.0,15.0,1.0,4.0,8.8,9.7,4.4,,7.3,8.292,10.0,Adequado,0.0,6.0,7.5,8.3,7.266666666666667,7.633333333333333,0
RA-198,Aluno-198,2022,PEDE2022,3,B,Quartzo,Quartzo,Masculino,13.0,2009.0,2017,5.0,Escola Pública,3.0,5.554,,,5.554,,,782.0,117.0,11.0,4.0,0.0,6.2,5.0,,4.6,5.958,10.0,Adequado,0.0,5.2,5.8,2.8,4.6000000000000005,3.733333333333333,0
RA-199,Aluno-199,2022,PEDE2022,3,B,Ametista,Ametista,Masculino,13.0,2009.0,2022,0.0,Escola Pública,3.0,7.564,,,7.564,,,287.0,34.0,5.0,4.0,8.3,7.1,7.5,,7.5,6.458,10.0,Adequado,0.0,5.7,7.8,9.0,7.5,7.633333333333333,0
RA-2,Aluno-2,2022,PEDE2022,7,A,Ametista,Ametista,Feminino,17.0,2005.0,2017,5.0,Rede Decisão,7.0,7.055,,,7.055,,,469.0,8.0,3.0,4.0,8.8,5.2,6.3,,6.8,6.778,10.0,Adequado,0.0,6.3,4.5,9.7,6.833333333333333,6.766666666666667,0
RA-20,Aluno-20,2022,PEDE2022,7,D,Ametista,Ametista,Feminino,19.0,2003.0,2022,0.0,Escola Pública,8.0,7.535,,,7.535,,,296.0,5.0,4.0,4.0,7.1,10.0,6.3,,7.8,7.167,5.0,Defasagem moderada,1.0,9.0,6.5,,7.75,7.800000000000001,-1
RA-200,Aluno-200,2022,PEDE2022,3,B,Quartzo,Quartzo,Masculino,15.0,2007.0,2018,4.0,Escola JP II,5.0,5.705,,,5.705,,,759.0,109.0,9.0,4.0,7.9,5.6,4.4,,5.5,4.917,5.0,Defasagem moderada,1.0,4.7,5.0,6.8,5.5,5.966666666666666,-2
RA-201,Aluno-201,2022,PEDE2022,3,B,Ametista,Ametista,Feminino,15.0,2007.0,2021,1.0,Escola Pública,5.0,7.078,,,7.078,,,462.0,58.0,7.0,4.0,7.9,7.3,7.5,,6.5,7.542,5.0,Defasagem moderada,1.0,6.0,7.2,6.3,6.5,7.566666666666666,-2
RA-202,Aluno-202,2022,PEDE2022,3,B,Quartzo,Quartzo,Feminino,14.0,2008.0,2017,5.0,Escola Pública,4.0,5.201,,,5.201,,,810.0,123.0,13.0,4.0,0.0,5.2,4.4,,5.4,6.917,5.0,Defasagem moderada,1.0,6.3,5.8,4.2,5.433333333333334,3.2000000000000006,-1
RA-203,Aluno-203,2022,PEDE2022,3,B,Quartzo,Quartzo,Feminino,14.0,2008.0,2021,1.0,Escola Pública,4.0,5.669,,,5.669,,,766.0,113.0,10.0,4.0,8.8,4.3,7.5,,2.8,6.875,5.0,Defasagem moderada,1.0,2.3,3.5,2.5,2.766666666666667,6.866666666666667,-1
RA-204,Aluno-204,2022,PEDE2022,3,B,Agata,Agata,Feminino,13.0,2009.0,2019,3.0,Escola Pública,3.0,6.943,,,6.943,,,509.0,64.0,8.0,4.0,7.9,6.7,4.4,,7.4,5.708,10.0,Adequado,0.0,5.3,8.5,8.5,7.433333333333334,6.333333333333333,0
RA-205,Aluno-205,2022,PEDE2022,3,B,Quartzo,Quartzo,Masculino,14.0,2008.0,2020,2.0,Escola Pública,4.0,5.372,,,5.372,,,797.0,120.0,12.0,4.0,9.6,3.8,7.5,,4.1,4.833,5.0,Defasagem moderada,1.0,5.7,1.7,5.0,4.133333333333334,6.966666666666666,-1
RA-206,Aluno-206,2022,PEDE2022,3,B,Ametista,Ametista,Feminino,12.0,2010.0,2022,0.0,Escola Pública,3.0,7.101,,,7.101,,,455.0,56.0,6.0,4.0,8.3,8.8,7.5,,5.0,5.167,10.0,Adequado,0.0,4.0,6.0,,5.0,8.200000000000001,0
RA-207,Aluno-207,2022,PEDE2022,3,C,Quartzo,Quartzo,Masculino,16.0,2006.0,2021,1.0,Escola Pública,6.0,4.936,,,4.936,,,827.0,129.0,5.0,4.0,0.0,4.8,7.5,,5.8,5.708,2.5,Defasagem severa,1.0,5.3,4.0,8.0,5.766666666666667,4.1000000000000005,-3
RA-208,Aluno-208,2022,PEDE2022,3,C,Agata,Agata,Masculino,14.0,2008.0,2018,4.0,Escola Pública,4.0,6.667,,,6.667,,,599.0,78.0,4.0,4.0,7.5,7.1,7.5,,6.1,6.417,5.0,Defasagem moderada,1.0,5.0,7.5,5.8,6.1000000000000005,7.366666666666667,-1
RA-209,Aluno-209,2022,PEDE2022,3,C,Quartzo,Quartzo,Masculino,14.0,2008.0,2019,3.0,Escola Pública,4.0,4.499,,,4.499,,,843.0,140.0,7.0,4.0,0.0,4.8,5.6,,6.0,3.75,5.0,Defasagem moderada,1.0,5.0,5.2,7.8,6.0,3.4666666666666663,-1
RA-21,Aluno-21,2022,PEDE2022,7,D,Agata,Agata,Masculino,18.0,2004.0,2022,0.0,Escola Pública,8.0,6.945,,,6.945,,,508.0,9.0,6.0,4.0,9.6,9.2,7.5,,3.8,7.25,5.0,Defasagem moderada,1.0,7.0,0.5,,3.75,8.766666666666666,-1
RA-210,Aluno-210,2022,PEDE2022,3,C,Quartzo,Quartzo,Masculino,14.0,2008.0,2022,0.0,Escola Pública,4.0,4.44,,,4.44,,,844.0,141.0,8.0,4.0,0.0,5.1,7.5,,3.4,4.417,5.0,Defasagem moderada,1.0,2.7,5.3,2.3,3.4333333333333336,4.2,-1
RA-211,Aluno-211,2022,PEDE2022,3,C,Topazio,Topazio,Masculino,13.0,2009.0,2021,1.0,Escola Pública,3.0,8.465,,,8.465,,,39.0,10.0,1.0,4.0,9.2,8.8,7.5,,7.6,8.458,10.0,Adequado,0.0,6.7,7.5,8.5,7.566666666666666,8.5,0
RA-212,Aluno-212,2022,PEDE2022,3,C,Ametista,Ametista,Masculino,14.0,2008.0,2022,0.0,Escola Pública,4.0,7.268,,,7.268,,,407.0,49.0,2.0,4.0,9.6,8.4,7.5,,6.2,6.958,5.0,Defasagem moderada,1.0,4.8,5.8,7.8,6.133333333333333,8.5,-1
RA-213,Aluno-213,2022,PEDE2022,3,C,Ametista,Ametista,Masculino,13.0,2009.0,2022,0.0,Escola Pública,3.0,7.209,,,7.209,,,425.0,51.0,3.0,4.0,9.6,8.7,7.5,,3.5,6.833,10.0,Adequado,0.0,5.0,2.0,,3.5,8.6,0
RA-214,Aluno-214,2022,PEDE2022,3,C,Quartzo,Quartzo,Masculino,15.0,2007.0,2022,0.0,Escola Pública,5.0,4.87,,,4.87,,,832.0,133.0,6.0,4.0,0.0,6.1,7.5,,4.3,5.125,5.0,Defasagem moderada,1.0,5.0,3.5,,4.25,4.533333333333333,-2
RA-215,Aluno-215,2022,PEDE2022,3,D,Ametista,Ametista,Feminino,13.0,2009.0,2021,1.0,Escola Pública,3.0,7.172,,,7.172,,,442.0,53.0,3.0,4.0,6.7,5.8,7.5,,7.8,6.542,10.0,Adequado,0.0,5.7,7.7,10.0,7.8,6.666666666666667,0
RA-216,Aluno-216,2022,PEDE2022,3,D,Ametista,Ametista,Feminino,13.0,2009.0,2018,4.0,Escola Pública,3.0,7.502,,,7.502,,,310.0,35.0,1.0,4.0,7.9,8.5,7.5,,7.0,5.583,10.0,Adequado,0.0,5.3,6.5,9.2,7.0,7.966666666666666,0
RA-217,Aluno-217,2022,PEDE2022,3,D,Ametista,Ametista,Feminino,15.0,2007.0,2021,1.0,Escola Pública,5.0,7.397,,,7.397,,,363.0,42.0,2.0,4.0,7.9,8.5,7.5,,7.1,7.292,5.0,Defasagem moderada,1.0,6.3,7.2,7.7,7.066666666666666,7.966666666666666,-2
RA-218,Aluno-218,2022,PEDE2022,3,D,Agata,Agata,Feminino,14.0,2008.0,2022,0.0,Escola Pública,4.0,6.1,,,6.1,,,709.0,99.0,6.0,4.0,6.3,7.3,7.5,,4.0,6.125,5.0,Defasagem moderada,1.0,5.0,7.0,0.0,4.0,7.033333333333334,-1
RA-219,Aluno-219,2022,PEDE2022,3,D,Quartzo,Quartzo,Masculino,16.0,2006.0,2019,3.0,Escola Pública,6.0,5.942,,,5.942,,,733.0,105.0,7.0,4.0,8.8,6.9,7.5,,3.5,6.375,2.5,Defasagem severa,1.0,4.0,4.8,1.7,3.5,7.733333333333334,-3
RA-22,Aluno-22,2022,PEDE2022,6,A,Ametista,Ametista,Feminino,17.0,2005.0,2019,3.0,Rede Decisão,7.0,7.474,,,7.474,,,327.0,10.0,10.0,4.0,8.3,7.4,8.1,,6.7,8.833,5.0,Defasagem moderada,1.0,9.0,3.1,7.8,6.633333333333333,7.933333333333334,-1
RA-220,Aluno-220,2022,PEDE2022,3,D,Agata,Agata,Feminino,13.0,2009.0,2022,0.0,Escola Pública,3.0,7.028,,,7.028,,,479.0,60.0,4.0,4.0,0.0,8.1,7.5,,6.5,7.833,10.0,Adequado,0.0,6.8,6.8,5.8,6.466666666666666,5.2,0
RA-221,Aluno-221,2022,PEDE2022,3,D,Agata,Agata,Masculino,14.0,2008.0,2022,0.0,Escola Pública,4.0,6.892,,,6.892,,,528.0,68.0,5.0,4.0,9.6,8.5,7.5,,5.2,6.0,5.0,Defasagem moderada,1.0,7.0,3.5,5.0,5.166666666666667,8.533333333333333,-1
RA-222,Aluno-222,2022,PEDE2022,3,D,Quartzo,Quartzo,Feminino,15.0,2007.0,2019,3.0,Escola Pública,5.0,5.604,,,5.604,,,774.0,115.0,8.0,4.0,7.1,4.6,7.5,,6.2,4.917,5.0,Defasagem moderada,1.0,5.0,7.5,6.0,6.166666666666667,6.3999999999999995,-2
RA-223,Aluno-223,2022,PEDE2022,3,E,Quartzo,Quartzo,Feminino,13.0,2009.0,2022,0.0,Escola Pública,3.0,4.966,,,4.966,,,823.0,128.0,12.0,4.0,0.0,4.6,7.5,,3.1,5.583,10.0,Adequado,0.0,4.3,4.7,0.2,3.0666666666666664,4.033333333333333,0
RA-224,Aluno-224,2022,PEDE2022,3,E,Quartzo,Quartzo,Masculino,13.0,2009.0,2021,1.0,Escola Pública,3.0,5.671,,,5.671,,,765.0,112.0,11.0,4.0,9.6,4.3,7.5,,2.6,4.875,10.0,Adequado,0.0,5.0,2.7,0.0,2.566666666666667,7.133333333333333,0
RA-225,Aluno-225,2022,PEDE2022,3,E,Quartzo,Quartzo,Masculino,14.0,2008.0,2022,0.0,Escola Pública,4.0,5.918,,,5.918,,,736.0,107.0,10.0,4.0,8.3,5.3,7.5,,5.0,5.708,5.0,Defasagem moderada,1.0,3.0,7.0,,5.0,7.033333333333334,-1
RA-226,Aluno-226,2022,PEDE2022,3,E,Agata,Agata,Feminino,14.0,2008.0,2022,0.0,Escola Pública,4.0,6.549,,,6.549,,,638.0,82.0,4.0,4.0,7.5,6.1,7.5,,6.8,6.208,5.0,Defasagem moderada,1.0,7.0,6.5,,6.75,7.033333333333334,-1
RA-227,Aluno-227,2022,PEDE2022,3,E,Agata,Agata,Masculino,12.0,2010.0,2022,0.0,Escola Pública,3.0,6.471,,,6.471,,,647.0,84.0,5.0,4.0,9.2,6.4,7.5,,3.3,5.833,10.0,Adequado,0.0,4.7,4.3,1.0,3.3333333333333335,7.7,0
RA-228,Aluno-228,2022,PEDE2022,3,E,Agata,Agata,Feminino,15.0,2007.0,2017,5.0,Escola Pública,5.0,6.196,,,6.196,,,700.0,95.0,7.0,4.0,7.5,6.7,7.5,,4.8,6.417,5.0,Defasagem moderada,1.0,3.0,6.0,5.3,4.766666666666667,7.233333333333333,-2
RA-229,Aluno-229,2022,PEDE2022,3,E,Topazio,Topazio,Masculino,12.0,2010.0,2022,0.0,Escola Pública,3.0,8.62,,,8.62,,,27.0,7.0,1.0,4.0,10.0,9.4,7.5,,6.9,8.5,10.0,Adequado,0.0,7.0,6.7,7.2,6.966666666666666,8.966666666666667,0
RA-23,Aluno-23,2022,PEDE2022,6,A,Ametista,Ametista,Masculino,17.0,2005.0,2021,1.0,Escola Pública,7.0,7.677,,,7.677,,,243.0,8.0,8.0,4.0,8.3,8.2,8.1,,6.7,8.556,5.0,Defasagem moderada,1.0,7.2,4.7,8.2,6.7,8.200000000000001,-1
RA-230,Aluno-230,2022,PEDE2022,3,E,Agata,Agata,Masculino,14.0,2008.0,2022,0.0,Escola Pública,4.0,6.328,,,6.328,,,676.0,92.0,6.0,4.0,7.9,5.1,7.5,,5.7,6.75,5.0,Defasagem moderada,1.0,3.7,4.3,9.0,5.666666666666667,6.833333333333333,-1
RA-231,Aluno-231,2022,PEDE2022,3,E,Agata,Agata,Masculino,14.0,2008.0,2022,0.0,Escola Pública,4.0,6.116,,,6.116,,,705.0,97.0,8.0,4.0,8.8,7.4,7.5,,3.8,5.333,5.0,Defasagem moderada,1.0,3.0,4.5,,3.75,7.900000000000001,-1
RA-232,Aluno-232,2022,PEDE2022,3,E,Quartzo,Quartzo,Masculino,12.0,2010.0,2022,0.0,Escola Pública,3.0,4.245,,,4.245,,,852.0,145.0,13.0,4.0,0.0,4.9,7.5,,0.0,4.542,10.0,Adequado,0.0,0.0,0.0,,0.0,4.133333333333334,0
RA-233,Aluno-233,2022,PEDE2022,3,E,Agata,Agata,Masculino,14.0,2008.0,2022,0.0,Escola Pública,4.0,6.051,,,6.051,,,718.0,101.0,9.0,4.0,7.9,7.4,7.5,,3.8,5.5,5.0,Defasagem moderada,1.0,3.0,4.5,,3.75,7.6000000000000005,-1
RA-234,Aluno-234,2022,PEDE2022,3,E,Agata,Agata,Masculino,13.0,2009.0,2022,0.0,Escola Pública,3.0,6.719,,,6.719,,,583.0,75.0,3.0,4.0,10.0,7.6,5.6,,4.3,5.583,10.0,Adequado,0.0,3.7,6.3,2.8,4.266666666666667,7.733333333333334,0
RA-235,Aluno-235,2022,PEDE2022,3,E,Agata,Agata,Feminino,14.0,2008.0,2022,0.0,Escola Pública,4.0,6.79,,,6.79,,,559.0,73.0,2.0,4.0,8.3,7.3,7.5,,6.3,6.417,5.0,Defasagem moderada,1.0,7.0,5.5,,6.25,7.7,-1
RA-236,Aluno-236,2022,PEDE2022,3,F,Ametista,Ametista,Feminino,12.0,2010.0,2022,0.0,Escola Pública,3.0,7.11,,,7.11,,,452.0,55.0,9.0,4.0,9.6,7.5,7.5,,3.7,7.208,10.0,Adequado,0.0,4.0,4.0,3.0,3.6666666666666665,8.200000000000001,0
RA-237,Aluno-237,2022,PEDE2022,3,F,Topazio,Topazio,Feminino,14.0,2008.0,2022,0.0,Escola Pública,4.0,8.084,,,8.084,,,121.0,19.0,6.0,4.0,10.0,9.0,7.5,,7.8,8.417,5.0,Defasagem moderada,1.0,6.8,7.7,8.8,7.766666666666667,8.833333333333334,-1
RA-238,Aluno-238,2022,PEDE2022,3,F,Agata,Agata,Feminino,14.0,2008.0,2021,1.0,Escola Pública,4.0,6.331,,,6.331,,,674.0,91.0,12.0,4.0,8.8,6.4,5.0,,5.1,7.208,5.0,Defasagem moderada,1.0,4.3,6.5,4.5,5.1000000000000005,6.733333333333334,-1
RA-239,Aluno-239,2022,PEDE2022,3,F,Quartzo,Quartzo,Feminino,15.0,2007.0,2021,1.0,Escola Pública,5.0,4.572,,,4.572,,,840.0,138.0,13.0,4.0,0.0,3.7,7.5,,3.7,5.958,5.0,Defasagem moderada,1.0,2.0,4.7,4.5,3.733333333333333,3.733333333333333,-2
RA-24,Aluno-24,2022,PEDE2022,6,A,Topazio,Topazio,Feminino,17.0,2005.0,2021,1.0,Rede Decisão,7.0,8.087,,,8.087,,,119.0,5.0,5.0,4.0,9.2,7.9,6.9,,8.6,9.111,5.0,Defasagem moderada,1.0,10.0,6.3,9.7,8.666666666666666,8.0,-1
RA-240,Aluno-240,2022,PEDE2022,3,F,Agata,Agata,Feminino,13.0,2009.0,2017,5.0,Rede Decisão,3.0,6.943,,,6.943,,,510.0,65.0,11.0,4.0,7.1,8.1,5.0,,4.7,7.042,10.0,Adequado,0.0,6.3,5.0,2.8,4.7,6.733333333333333,0
RA-241,Aluno-241,2022,PEDE2022,3,F,Topazio,Topazio,Masculino,14.0,2008.0,2016,6.0,Rede Decisão,4.0,8.468,,,8.468,,,38.0,9.0,5.0,4.0,10.0,10.0,7.5,,7.7,9.125,5.0,Defasagem moderada,1.0,8.2,7.5,7.3,7.666666666666667,9.166666666666666,-1
RA-242,Aluno-242,2022,PEDE2022,3,F,Topazio,Topazio,Masculino,13.0,2009.0,2018,4.0,Rede Decisão,3.0,8.673,,,8.673,,,19.0,3.0,1.0,4.0,9.6,9.7,5.6,,8.2,8.708,10.0,Adequado,0.0,8.7,7.2,8.7,8.2,8.299999999999999,0
RA-243,Aluno-243,2022,PEDE2022,3,F,Agata,Agata,Feminino,15.0,2007.0,2022,0.0,Escola Pública,5.0,6.982,,,6.982,,,493.0,63.0,10.0,4.0,7.1,8.7,5.0,,6.0,7.875,5.0,Defasagem moderada,1.0,5.0,5.3,7.7,6.0,6.933333333333333,-2
RA-244,Aluno-244,2022,PEDE2022,3,F,Topazio,Topazio,Feminino,12.0,2010.0,2018,4.0,Rede Decisão,3.0,8.51,,,8.51,,,34.0,8.0,4.0,4.0,7.5,9.4,6.3,,7.8,9.208,10.0,Adequado,0.0,6.7,8.0,8.7,7.8,7.733333333333333,0
RA-245,Aluno-245,2022,PEDE2022,3,F,Topazio,Topazio,Masculino,14.0,2008.0,2016,6.0,Rede Decisão,4.0,8.656,,,8.656,,,20.0,4.0,2.0,4.0,10.0,9.9,7.5,,8.4,9.25,5.0,Defasagem moderada,1.0,8.3,8.2,8.8,8.433333333333334,9.133333333333333,-1
RA-246,Aluno-246,2022,PEDE2022,3,F,Topazio,Topazio,Masculino,13.0,2009.0,2022,0.0,Escola Pública,3.0,8.639,,,8.639,,,23.0,5.0,3.0,4.0,8.3,9.4,7.5,,7.6,9.167,10.0,Adequado,0.0,8.0,6.7,8.0,7.566666666666666,8.4,0
RA-247,Aluno-247,2022,PEDE2022,3,F,Ametista,Ametista,Feminino,13.0,2009.0,2021,1.0,Escola Pública,3.0,7.72,,,7.72,,,230.0,32.0,7.0,4.0,8.3,8.2,7.5,,5.8,7.875,10.0,Adequado,0.0,5.3,5.7,6.3,5.766666666666667,8.0,0
RA-248,Aluno-248,2022,PEDE2022,3,F,Ametista,Ametista,Masculino,13.0,2009.0,2022,0.0,Escola Pública,3.0,7.429,,,7.429,,,343.0,39.0,8.0,4.0,9.2,7.6,7.5,,5.2,7.292,10.0,Adequado,0.0,4.0,5.5,6.0,5.166666666666667,8.1,0
RA-249,Aluno-249,2022,PEDE2022,3,G,Quartzo,Quartzo,Masculino,14.0,2008.0,2017,5.0,Escola Pública,4.0,5.097,,,5.097,,,816.0,125.0,10.0,4.0,6.7,7.4,5.0,,2.9,4.292,5.0,Defasagem moderada,1.0,2.3,4.2,2.2,2.9,6.366666666666667,-1
RA-25,Aluno-25,2022,PEDE2022,6,A,Ametista,Ametista,Feminino,17.0,2005.0,2021,1.0,Escola Pública,7.0,7.979,,,7.979,,,147.0,6.0,6.0,4.0,8.3,8.3,8.8,,6.9,9.667,5.0,Defasagem moderada,1.0,9.2,3.8,7.7,6.8999999999999995,8.466666666666667,-1
RA-250,Aluno-250,2022,PEDE2022,3,G,Ametista,Ametista,Feminino,12.0,2010.0,2022,0.0,Escola Pública,3.0,7.958,,,7.958,,,152.0,23.0,1.0,4.0,8.3,8.6,7.5,,6.6,7.625,10.0,Adequado,0.0,6.7,6.5,6.7,6.633333333333333,8.133333333333333,0
RA-251,Aluno-251,2022,PEDE2022,3,G,Agata,Agata,Masculino,15.0,2007.0,2018,4.0,Escola Pública,5.0,7.022,,,7.022,,,482.0,62.0,4.0,4.0,10.0,8.1,5.6,,6.3,6.625,5.0,Defasagem moderada,1.0,5.3,6.3,7.2,6.266666666666667,7.900000000000001,-2
